Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Denmark,DNK,..,..,16.4265554353646,16.1882021278022,15.7183066490519,15.4539248127158,14.7815686744274,13.5390265102537,12.1061074766914,10.4759158923796,11.2569980847992,11.4448541675861,11.5383018952432,11.4385235431879,10.367297060536,10.0132454157666,10.8306677199353,12.7601797745376,12.4878952159163,11.4017148888015,11.4596095426301,12.2893956973421,11.5616838343792,12.0725406570959,12.081504210063,11.0151384291422,11.6832647727094,12.416404406874,12.6010997324458,12.3771156259444,11.946641238844,12.3977845261466,13.1754958696978,13.5226808667367,12.5474197164181,12.0457530184558,12.324618570491,12.6297762050285,12.3208596351204,12.1764407599987,11.3642379412516,11.616272831709,11.7346734194506,12.2879708701508,11.8542586826904,11.592448009318,11.3313587611834,11.4339549002107,11.9814437114597,13.1946586237288,13.4529145686794,13.2629162649408,13.6822134098711,13.7033378993001,13.6754911161589,13.9463541334775,14.0922697257726,13.8171419485475,13.5367246822891,13.9634220902985,14.0931105462707,12.687242115394
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Djibouti,DJI,..,..,29.3321599053111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.7239538938075,30.9482329088378,..,23.5400499609528,22.768808464068,29.5981815682944,30.362023678269,26.7483500163777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.3220058336758,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.0736120349154,34.728505752851,32.6688602739746,27.3449762446753,31.0310164974978,..,29.123389222744,..,26.3611031335897,27.7877812509206,26.83912238548,..,..,..,..,..,27.2470927356136,27.9710217909188,26.2178551454349,27.8011568172457,26.3097043238458,..,23.4165304507352,21.0448284563317,22.5283052062643,24.2384280586676,23.6711996130257,21.8227060011551,19.4201643813625,20.8324655020786,21.0192666259951,21.8884998045828,22.0659755103949,22.4754389111363,..,24.9289608267261,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,14.3964965896669,19.3267002096408,17.2959701630752,13.9016148442899,20.9392098948082,17.3807308531174,16.747419349009,16.8906332647755,16.5146763706556,17.4855941467493,15.617845433747,14.6823345905577,12.9100375325676,11.882132338189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.1280344829947,16.3588286214323,18.5891024381887,16.6757376398393,14.2470628130987,14.8692189220573,11.7419877155878,12.3829075508488,14.8045465780506,13.5513936551919,14.2781836794345,13.9104607526469,13.5496128155575,14.3010984119991,15.0649991985203,14.9477888071633,14.9273488032741,15.6921244723934,14.9000319096,19.3227306308682,16.6582809943912
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Ecuador,ECU,..,..,13.1989556670638,9.79118415129886,12.1671949475188,10.3527070732507,13.2886741256898,11.0122761440903,9.26714241856461,8.09918949770469,7.91896933686616,6.76744438194413,9.30834855088233,9.67295586613239,8.77582924846004,8.38894351661273,8.31627533202161,7.22857880590277,7.80735112333711,..,8.38754619773345,6.43370144901536,5.07906418884707,10.452226121722,11.4930810254044,8.15229786822557,4.78469996990044,6.46632507289456,..,..,8.65942972274489,7.67057914655233,5.09286765551748,5.10091750548661,6.37577893454147,7.58019859775836,9.94638033359717,9.3924847092635,12.0047440043539,10.7485919661053,9.00541400042505,8.05678048592405,8.68501990336474,9.22487134772442,8.95630344364771,8.03365604206717,7.0629001283134,8.43728414696139,8.96803651018888,9.46965224582905,8.34727251122971,8.60906822892924,7.77596777727752,7.3058243983015,7.72202292985615,8.76337439314478,10.5662113085014,10.1880068896461,10.0366845287616,10.5536547655104,13.207293565198,12.4941543784171
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,"Egypt, Arab Rep.",EGY,..,..,..,..,..,28.4776254448133,28.5763407597752,41.9878252840111,33.962032295952,26.1414665362184,23.2237377821175,29.5728221662263,28.6749084812325,31.6652732312225,44.2679321524353,35.917158237049,28.3220903568415,23.1176962774789,25.8468198427929,26.1650039872185,32.3884925013385,34.201486139678,30.7738726359582,25.5387986151112,27.68475945344,27.0768851028388,30.0249839967238,27.3263469873743,..,..,..,..,..,..,27.5162861365904,28.3838533242064,29.4752308552429,26.2748015302147,21.2068945753265,22.8656629726748,25.2034726323746,26.0571570364759,27.8437606403488,25.0155801266211,22.5458565929967,20.0824862300595,19.0625220502884,20.4260386290611,17.8963919007814,17.8887870071632,19.1408398397826,23.7536654802803,22.4231286293974,17.5098909058737,20.8840359685848,19.4566174058816,20.3753156142534,20.284907436335,18.3283675135577,20.9076910066859,22.8320034676992,19.7946061352906
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,El Salvador,SLV,..,..,..,16.4360396246187,14.7861845575116,15.6572220567691,16.3186760359683,14.7581097130993,17.6284241776233,15.4474477328763,13.909402782694,12.5659637506667,10.6398302417692,12.1531681291439,10.3419481553323,12.1759326244216,11.1922919412234,10.3142745478705,11.5191139543658,12.7958427673638,17.7327459734976,16.4835982181793,17.8881222737269,16.9975031060686,12.9708096919466,15.51342177846,12.5532644890629,14.4335507504869,..,..,..,..,..,..,15.1080326732619,14.7648132659807,16.9964638605663,16.8238001249406,16.4648127705612,18.5342181666438,12.3651905829786,12.8005961495804,13.4981753282863,13.4804351910724,13.6788311181089,13.745410676343,13.5815212459875,14.3900208981162,15.0191919832646,18.8928885991898,16.700571087869,16.8508842136658,16.1669148083045,15.3047483494023,16.3796844741874,17.2560387627479,18.3597767145263,16.957163297771,16.9573889257067,18.4662747337252,22.3941831452324,17.6425816304171
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.73677131691223,36.3686129664329,26.8522855756862,22.8459174725053,31.7995766557172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.4082326909517,30.0207545664577,30.8928780908161,45.5713792180839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8367703328053,15.2515879271628,16.1002522216785,16.5209006741172,12.8838560684608,9.83078976436227,10.5951587367236,11.5661480058289,11.2119163112586,9.74141254208502,8.67380612279623,7.4645316429699,8.76547344810702,9.97479981593874,12.493777659756,11.3632991728371,9.91178955996035,9.09234311142852,10.2311021970189,10.1398955091061,10.4931382258064,11.0498797070887,10.961027323393,10.0299420419391,10.2204953189272,11.0382925567804,9.40932410146504
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.7318764923188,17.3054625958741,17.6452868261358,16.409532818847,16.4411566731346,16.8067693795332,15.5525480144067,20.5578826978798,19.5679580220498,19.142511665252,19.7352570615193,17.0604325067858,19.076746192652,15.4226832685797,17.1945070438892,17.7341004044949,18.6971707597736,18.4818861547469,18.8200188962016,18.2907190727126,20.394357926063,18.6152649615263
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8374895712574,..,2.43361549348437,6.05456679027489,9.3764015461824,7.00618262842159,14.5465476769229,11.2325753357011,24.1568178466376,12.3023188784191,10.5910136769419,8.46838136434838,7.0128716150833,13.1682987368127,10.8609687271109,10.8818231032271,14.3759542950793,10.9430232166,12.530803211071,8.95942983607244,9.77249762984108,13.1176685714478,12.3849513836437,15.0551986612583,12.1948705346236,18.3984132423039,28.1676089683881
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0238675311174,13.7938200148143,14.2392736678543,14.4050527243043,13.703064581686,14.1536271003377,13.7216297928417,10.8533292162025,9.86971434079632,10.5452735780255,12.3297080290339,10.2798425683873,14.1595822302423,16.3581729213918,20.8616065966283,25.6134392555669,28.1924457476855,27.8623059150517,27.8562960366013,..,22.3256890774988,23.0742236413552,24.3348388340737,20.3320270387132,17.2748080493512,19.2399840911026,19.3198126521816,15.2265221481595,18.0426128516796,13.2294653020596,13.5819496652377,13.1577111521162,15.5418733774885,17.0673880191534,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Fiji,FJI,..,..,..,..,..,..,..,25.6270199816193,22.7089636239559,22.9080096887183,22.0880928106351,22.0681958814109,21.9529073891893,22.5095593501537,21.9370927550254,20.4412111301151,21.0972043021429,22.3790578879295,22.8893237859265,18.7250765576604,16.3097987536128,16.3245533644815,17.0633451179848,18.144537173308,18.1155513214406,18.7803344183461,17.7160494344654,20.3177627185591,..,16.3946923641716,14.6366963680672,17.007694771438,16.491532733745,18.0139672608473,15.6866594995269,..,..,..,..,..,14.8295189550409,20.213155565211,19.9843805406976,18.2478405740988,17.6632951004578,14.7130056721653,13.9903123819765,15.4791161285229,16.2204704559196,20.5960829396842,18.4376274986627,20.8895707639033,21.054964315034,15.9097906930898,17.683612287578,18.1255568519605,18.1418306152603,18.4273025008703,16.3262332413978,15.0516886237463,22.1843301981943,20.1795612122022
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Finland,FIN,..,..,..,15.6092727796051,12.510292507722,10.3715823361064,11.0988038591712,11.2321111212969,10.9496565781585,9.96474856798019,9.82188396024666,7.20740603935493,8.70722462138866,9.0812894477502,7.83570054605274,8.19013485012254,7.53814817055314,8.62770251163347,8.69457451970746,7.41297885499498,7.10084357096629,6.75207060859688,7.37183969852799,6.11559622553145,6.22479177846832,5.7728297922563,6.46819394307375,5.85654263910547,5.78105543423408,5.21624121259231,4.89047591041444,5.9649670813007,6.19049996941443,6.67669947731948,6.9925592498093,5.96188920905004,6.67440627155206,6.72558967982868,6.50561817319958,6.27262486977249,5.22594733628161,5.5251693807686,5.87463816752889,5.9765167264479,5.61117372225907,5.20735309463213,4.77861542051151,4.95966364090912,5.36186590158471,7.34673682608116,7.14102982886135,6.80407474737172,7.36985775673118,7.93646941338444,7.90917618744173,8.42519284076146,8.4742900316359,8.02892706486384,7.536197065389,7.69829343610545,8.45920999484063,7.24297244082398
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,France,FRA,..,..,23.011633155807,20.8597011754354,20.5411771383987,19.9436205909414,18.8107946812508,17.3726234413776,15.5808301905799,14.9611069827065,14.7880642992648,14.0686211682009,13.756852161299,14.053449849757,10.9104186348987,12.9117240142995,11.8338685817142,13.9364522202435,14.0479203350851,11.9620002313119,10.2843491989825,10.3143240421778,10.5936300796745,11.3403550393084,11.2850215694027,10.9912917523917,11.7318147325915,11.080926934867,10.7534488778709,10.1662426152925,9.77367947417612,10.3391829728411,10.5459139653827,11.1710361763818,11.1909751893185,10.7508224104605,10.3834217774511,10.0099276204747,9.66022950157653,9.16413839348344,7.90621616629272,8.28054426899926,8.72368714982118,8.84440888125609,8.29000072099577,7.80455115500016,7.44393034315527,7.71461679191524,7.99784928014569,9.29936695314562,8.49598781387455,8.24806755822488,8.41480525022845,9.04804501902727,9.18229320313869,9.43072623436497,9.81267656119536,9.66271995845288,9.41074345219893,9.3250111557903,10.5308877431197,9.79503396424667
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,French Polynesia,PYF,..,..,26.6683159620797,..,..,..,..,..,..,..,..,..,..,21.344347363362,19.9379629652296,21.5414996393516,20.7860155743024,19.4042776211372,18.647428365281,20.8674517354759,18.6188349425526,19.0840483191629,19.3422094471605,18.8742213561269,..,..,..,..,..,..,..,..,..,..,..,..,21.6191081914598,21.7879737710854,19.6258881383474,20.7702735085807,20.0397503428279,20.2702716433175,17.797347531791,17.4247648936404,20.7316506773899,18.9532108542968,19.7091308681821,20.8458369715359,20.1247051844428,23.5401179199101,23.5375375107207,24.929578245015,25.2810275506876,24.0702863756274,25.2939047656993,25.1475425691571,25.4414759309532,24.4734309358574,19.0152182874317,20.1455089242007,24.651681614439,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Gabon,GAB,..,..,21.676114194449,18.3262565154724,18.1200058293172,15.9594629485013,15.2714916069975,15.6271582601887,16.9004171303349,14.3820627430639,14.2613814152967,14.0460156621273,..,..,..,13.1492470202191,11.7095815405027,11.3072969175916,19.4186710583204,19.0020327619304,19.1403892721202,16.0242991094948,16.6826528625457,17.9811428589966,..,..,..,..,..,..,..,..,..,19.3948102696316,17.327259685442,..,19.1468237796913,17.6093071039785,15.3951031116904,19.1707056202881,18.2397240119533,18.3217530684605,15.8776189591102,15.039302243983,24.2394291119064,19.0950973813624,16.621342914733,18.1142034178639,17.5381102958195,17.1436958924292,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,"Gambia, The",GMB,..,..,..,..,28.4064189518691,..,..,..,..,..,31.6811061143644,25.868815524463,21.1032967818481,20.6838952297642,28.5625321862635,24.2086733442697,27.6767276239956,26.4808524410744,26.8672802819957,25.028574333117,25.8759789699465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.365178247293,37.326611780845,37.7451012096011,43.6258864795986,36.5494358611365,34.4953031799041,40.9989776196766,37.1017349758859,37.5997189415948,40.8419087092408,37.7289187149481,31.1899749109051,30.8678394372224,33.6226822428083,39.0127342456712,45.4547281010804,32.8406257309779,33.1841807085246,37.2824309455002,41.0232109723769,37.3424837563614,43.033803801892,33.0354914197728,32.235941932741,33.1605556156461,28.8139237329338,23.0608669245295
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1187245654637,33.4701002470786,18.6808044479978,22.5342900537141,23.3354377925569,20.3614879512097,20.4797306100354,18.1119914737775,20.9586705150015,17.4290091079792,16.3748435867449,15.6945126210382,15.3386133034105,13.2713929423076,13.0352436374362,12.1582333912838,15.4344828880074,15.7237251089165,14.8236449824608,14.605693723129,13.9804702594182,14.0286333255437,13.7894246674413,12.7297626008082,14.3807044381245,12.7658050960709
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Germany,DEU,..,..,25.589610163604,21.8792014492744,20.2129327161493,20.7512129423501,21.8186153041136,20.3703404105007,19.2312899942379,18.6501739061237,16.9411650801484,20.7897679264628,17.5630726820943,17.1910379641861,13.954250920545,14.6068563787678,13.9822993002228,16.6279169048639,15.2218505602461,13.2318237483473,12.1346341016379,12.4315530717647,12.6168570335826,12.3936698268204,12.1664132741221,12.0897150615716,12.6039417191363,11.9452250153506,11.4840430502893,10.5113442933384,10.1425853900894,9.93166470796516,10.2421021791275,9.96221636424182,10.2445518799975,9.78064290220925,9.83608260580621,9.23044921594719,8.8887556752769,8.30155793990856,6.58349525553406,7.47332176694495,7.91101856862669,7.35837307189365,6.80153488487415,7.03311536661624,6.61932926406763,6.54341279742831,7.3879610221933,8.47420942410342,7.60908789072949,7.54721644075297,7.84867659136102,8.15800024655373,8.11144033716442,8.20354782355462,8.40565874478588,8.22457910957372,7.76013449050903,7.80471241934867,8.55111464353651,7.7678324232926
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Ghana,GHA,..,..,20.8273242618307,15.7315048900109,18.2966403752594,12.7849963780103,17.6738667831226,19.3417760880809,19.1206777272678,17.6785570565679,20.8537939123516,16.3757523934054,20.3229643339847,23.4418744760414,17.2919615235602,13.4244492954325,14.371437617791,9.08253708279079,11.6588384106302,9.76271612486069,10.0929301532568,8.81584589603143,11.1627671875022,14.6637073972592,7.71726080394065,..,..,..,..,..,..,..,11.1890919100961,..,..,..,7.90686476249858,5.8464458436442,10.2304693737779,11.7307982728475,12.7592190948003,18.1992163313309,19.5641722154173,16.1023479327627,20.7803532130101,13.8967790461099,13.4481786821341,14.3991098576178,14.7565517705326,16.336731038405,15.3319197029094,15.4000827958104,13.867723380365,16.8214830673867,20.7085709026088,15.1631137091062,14.6049033294353,18.2916723569764,20.0673120919156,17.406953900926,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Greece,GRC,..,..,11.9816247713938,14.0922499287235,14.6434413055279,15.5125479117886,13.9713314209368,14.759965798085,12.5982031860775,12.4134120101934,10.9009888559278,12.0946833388525,10.8520669286048,12.4008077626581,11.2338600395444,9.74595646384881,8.41470023993739,8.49992130570798,9.09074764612286,9.89397594401796,8.75795243042078,11.2867477653954,12.6860020662755,13.2657708914333,12.6472032024762,12.9571260760858,16.5679860688955,18.8484987197639,17.8465918760618,16.1949202937617,15.3235059949061,14.018665470943,14.5839131839877,14.1600597059067,15.9290279704852,15.9751296945784,15.0359571889646,14.8577916805437,13.6763052238116,13.0855183197681,11.32104102001,11.8921723041025,12.8861889811138,11.5897159436282,11.3629391299071,11.2411184082835,10.6914002783329,10.9893879250495,10.6475395821999,12.3082386584953,12.2936756869624,13.1715068382794,12.3053321300578,13.1433140700892,12.8114308807351,14.0877970132255,14.6151922711315,13.4916513440012,12.1198834592954,12.5080368725452,13.076932019625,11.5652864898937
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.6568125642689,24.9229218019263,25.8714586961783,20.4977915681717,17.864699007929,17.3292621143954,19.3221209376805,21.6091566910618,20.019016795568,18.0900567510786,20.3020560256878,20.1873243569546,17.3538042980566,18.4454570931709,16.6368796456103,19.5292770053138,19.315780040577,16.5610879140562,15.5376271132774,14.2025784244261,15.1717464397608,15.6087415936837,17.7855679349181,17.5894958785564,15.2173763461836,15.9568644877099,17.2700191531217,19.2871231751708,20.8158263958359,17.9808556669164,18.4417080161807,19.3600267602234,18.2318721636078,22.1894458786805,19.02492844972,18.1559974506379,19.3315188386356,17.9624355407597,19.8226155431166,22.1450872149245,20.4621302353358,20.8080473808136,19.8422691078303,..,..,..
